"","pixelxocc","pixel.id","fire","pix","ID","fire.occ","group","elev","fire.yr","sens","int","pue","m.npp","map","m.bare","m.shrub","m.annual","m.perennial","m.litter","group.fire.occ","group.num","fire.num"
"1963","unburned-1609-after","unburned-1609","unburned","1609",1609,"after","unburned",1419.28369140625,NA,0.356563833658932,55.0727050146423,0.59772295399468,136.5,228.366669019063,25.5,7.66666666666667,28.5,20.6666666666667,16.3333333333333,"unburned-after",0,1
"1964","unburned-1609-before","unburned-1609","unburned","1609",1609,"before","unburned",1419.28369140625,NA,0.398869925223235,54.3616102915859,0.653133772209081,139.64,213.799999237061,24.3,9.8,24.1,21.7,15,"unburned-before",0,0
"1965","unburned-1614-after","unburned-1614","unburned","1614",1614,"after","unburned",1415.92224121094,NA,0.0883208377340729,31.822020313572,0.230425720894309,51.6,223.933334350586,24.6666666666667,18.1111111111111,10.8888888888889,4.66666666666667,15.7777777777778,"unburned-after",0,1
"1966","unburned-1614-before","unburned-1614","unburned","1614",1614,"before","unburned",1415.92224121094,NA,0.122367086779467,24.9014785746354,0.214680261017498,57.91,269.749998092651,25.3,18,11.3,7.9,17.5,"unburned-before",0,0
"1967","unburned-1615-after","unburned-1615","unburned","1615",1615,"after","unburned",1452.39672851562,NA,0.125703625653912,16.3501212872879,0.177950867156792,55.6875,312.937502861023,14.125,10.5,24.625,11,17.375,"unburned-after",0,1
"1968","unburned-1615-before","unburned-1615","unburned","1615",1615,"before","unburned",1452.39672851562,NA,0.113280579264551,17.8865096330594,0.16758249935641,55.2,329.390003204346,16.5,12.3,21.8,8.6,17.5,"unburned-before",0,0
"1969","unburned-162-after","unburned-162","unburned","162",162,"after","unburned",1418.01867675781,NA,0.105447238608946,13.004317776128,0.16030748955966,38,237.044445673625,27.8888888888889,20.5555555555556,8.66666666666667,6.44444444444444,10.3333333333333,"unburned-after",0,1
"1970","unburned-162-before","unburned-162","unburned","162",162,"before","unburned",1418.01867675781,NA,0.0931787144747864,12.1134987510653,0.139199148859622,36.64,263.220000267029,31.7,18.2,8.1,5.7,10.3,"unburned-before",0,0
"1971","unburned-1620-after","unburned-1620","unburned","1620",1620,"after","unburned",1252.22265625,NA,0.368279192490513,-26.9772125749688,0.226525144958272,43.11,190.309998512268,26.8,14.3,25.8,9.4,14.4,"unburned-after",0,1
"1972","unburned-1620-before","unburned-1620","unburned","1620",1620,"before","unburned",1252.22265625,NA,0.385993026558725,-31.6146933948701,0.217156210766177,40.6625,187.249997854233,34.625,18.625,13.5,11.25,13.375,"unburned-before",0,0
"1973","unburned-1625-after","unburned-1625","unburned","1625",1625,"after","unburned",1682.58386230469,NA,0.11278831043346,10.6503252477853,0.156338027220655,38.2333333333333,244.555557039049,21,19.3333333333333,10.6666666666667,7.88888888888889,13.6666666666667,"unburned-after",0,1
"1974","unburned-1625-before","unburned-1625","unburned","1625",1625,"before","unburned",1682.58386230469,NA,0.164366653338391,0.723298376535754,0.166986635163046,46.1,276.069997787475,20.7,18.9,11.3,6.7,13.6,"unburned-before",0,0
"1975","unburned-163-after","unburned-163","unburned","163",163,"after","unburned",1374.41271972656,NA,0.268453610933198,-16.1336185387383,0.195347898750172,43.1111111111111,220.688890881009,25.4444444444444,10.7777777777778,32.6666666666667,5.77777777777778,16.7777777777778,"unburned-after",0,1
"1976","unburned-163-before","unburned-163","unburned","163",163,"before","unburned",1374.41271972656,NA,0.279550324471268,-18.6248228428476,0.204489579621765,50.74,248.130002975464,25.6,11.2,26,7.3,15.9,"unburned-before",0,0
"1977","unburned-1634-after","unburned-1634","unburned","1634",1634,"after","unburned",1394.21020507812,NA,0.149094023031019,3.15589316256014,0.162136101560841,39.2333333333333,241.977776421441,20.2222222222222,13,19.5555555555556,2.77777777777778,15.1111111111111,"unburned-after",0,1
"1978","unburned-1634-before","unburned-1634","unburned","1634",1634,"before","unburned",1394.21020507812,NA,0.136429710867127,9.34154172451464,0.173522872216514,43.7,251.839999198914,23,14,10.6,3.2,15.5,"unburned-before",0,0
"1979","unburned-1645-after","unburned-1645","unburned","1645",1645,"after","unburned",1912.66674804688,NA,0.202475548141564,169.980049987349,0.672137492348366,243.26,361.919998168945,14.2,24.2,10.4,22,11.8,"unburned-after",0,1
"1980","unburned-1645-before","unburned-1645","unburned","1645",1645,"before","unburned",1912.66674804688,NA,0.597226872983121,-40.2039096503117,0.475143161526219,156.471428571429,329.314280918666,15.2857142857143,23.2857142857143,8.14285714285714,24.7142857142857,10.5714285714286,"unburned-before",0,0
"1981","unburned-1651-after","unburned-1651","unburned","1651",1651,"after","unburned",1640.41882324219,NA,0.0938824519515137,61.9288687311084,0.337782247510533,85.7666666666667,253.911113739014,13.6666666666667,21.7777777777778,12.1111111111111,18.6666666666667,11.8888888888889,"unburned-after",0,1
"1982","unburned-1651-before","unburned-1651","unburned","1651",1651,"before","unburned",1640.41882324219,NA,0.196124582683863,33.2659421279372,0.331837466226791,81.34,245.120000839233,13.8,23.1,10.5,20.9,10.5,"unburned-before",0,0
"1983","unburned-1653-after","unburned-1653","unburned","1653",1653,"after","unburned",1362.61303710938,NA,0.156843066171888,-0.279207056675233,0.154966394375672,23.0555555555556,148.777776294284,20.6666666666667,14.5555555555556,12.6666666666667,1.44444444444444,9.88888888888889,"unburned-after",0,1
"1984","unburned-1653-before","unburned-1653","unburned","1653",1653,"before","unburned",1362.61303710938,NA,0.126946930197368,7.5417068985287,0.176378056327104,26.91,152.569999694824,23,14.4,11.4,1.6,8.6,"unburned-before",0,0
"1985","unburned-1668-after","unburned-1668","unburned","1668",1668,"after","unburned",1685.74743652344,NA,0.0752017341371236,65.1415653249782,0.234294861739145,95.9333333333333,409.455557929145,13.4444444444444,24.3333333333333,6.44444444444444,22.1111111111111,16.1111111111111,"unburned-after",0,1
"1986","unburned-1668-before","unburned-1668","unburned","1668",1668,"before","unburned",1685.74743652344,NA,0.1710183984824,24.2261241496143,0.229624789823443,94.92,413.370002746582,17.6,23.2,7,20.7,17,"unburned-before",0,0
"1987","unburned-1672-after","unburned-1672","unburned","1672",1672,"after","unburned",1539.08068847656,NA,0.22432450878388,10.6889600525619,0.26504952765931,69.5666666666667,262.466669082642,17.1111111111111,5.44444444444444,47,11.3333333333333,15.5555555555556,"unburned-after",0,1
"1988","unburned-1672-before","unburned-1672","unburned","1672",1672,"before","unburned",1539.08068847656,NA,-0.0534616308882611,111.723856748576,0.340431538240115,96.56,283.639995574951,22,10,31.8,10,16,"unburned-before",0,0
"1989","unburned-1676-after","unburned-1676","unburned","1676",1676,"after","unburned",1544.7841796875,NA,0.154671099809336,4.93861187577237,0.174671957800475,43.13,246.920001029968,30.8,14.8,20,5.6,15.4,"unburned-after",0,1
"1990","unburned-1676-before","unburned-1676","unburned","1676",1676,"before","unburned",1544.7841796875,NA,0.346472698864324,-21.3985123097405,0.265333207514741,69.975,263.724999427795,26.375,11.875,27.875,11.5,15.75,"unburned-before",0,0
"1991","unburned-1677-after","unburned-1677","unburned","1677",1677,"after","unburned",1951.74780273438,NA,0.117026430040461,53.3142428777946,0.226417026906393,110.35,487.37500667572,14.25,24.75,8.75,27.625,15,"unburned-after",0,1
"1992","unburned-1677-before","unburned-1677","unburned","1677",1677,"before","unburned",1951.74780273438,NA,0.173398380216035,20.6576071674197,0.216111156479415,104.52,483.640001296997,15,24.8,8.1,24.4,14.4,"unburned-before",0,0
"1993","unburned-1684-after","unburned-1684","unburned","1684",1684,"after","unburned",1462.935546875,NA,0.285161284744456,-12.4409877614032,0.225931021075345,47.4555555555556,210.044443342421,20.7777777777778,12.5555555555556,27.1111111111111,10.1111111111111,18.4444444444444,"unburned-after",0,1
"1994","unburned-1684-before","unburned-1684","unburned","1684",1684,"before","unburned",1462.935546875,NA,0.325443247623465,-23.5275051208752,0.226832639811975,54.12,238.590002059937,26.2,15.3,27,9.5,16.5,"unburned-before",0,0
"1995","unburned-1687-after","unburned-1687","unburned","1687",1687,"after","unburned",1799.49670410156,NA,0.0866744755240741,38.9430540097072,0.20143413907515,68.3555555555556,339.344442155626,13.2222222222222,14,15.6666666666667,19.7777777777778,12.3333333333333,"unburned-after",0,1
"1996","unburned-1687-before","unburned-1687","unburned","1687",1687,"before","unburned",1799.49670410156,NA,0.106208083250895,27.8025286849131,0.189651549862586,63.19,333.190000534058,14.7,18.3,12.7,19.8,12.3,"unburned-before",0,0
"1997","unburned-1688-after","unburned-1688","unburned","1688",1688,"after","unburned",1980.88525390625,NA,0.0361111729909878,96.0459580229467,0.23699744301366,113.311111111111,478.111112382677,10.7777777777778,20.8888888888889,16,26.2222222222222,15.2222222222222,"unburned-after",0,1
"1998","unburned-1688-before","unburned-1688","unburned","1688",1688,"before","unburned",1980.88525390625,NA,-0.0311984439681298,146.024570389598,0.292717555673026,131.96,450.809995651245,12.8,24.6,9.8,27.5,16.7,"unburned-before",0,0
"1999","unburned-1696-after","unburned-1696","unburned","1696",1696,"after","unburned",1773.71630859375,NA,0.0952850857066118,54.6636560467928,0.234232515681569,92.15,393.412501811981,21.5,23.625,6.625,25.125,15.875,"unburned-after",0,1
"2000","unburned-1696-before","unburned-1696","unburned","1696",1696,"before","unburned",1773.71630859375,NA,0.220877353103101,11.8035060273506,0.25152546197539,96.87,385.129995346069,23.7,22,8.9,23.7,14.7,"unburned-before",0,0
"2001","unburned-1700-after","unburned-1700","unburned","1700",1700,"after","unburned",1698.23400878906,NA,0.124536195214284,25.5140263920606,0.216053568439465,60.2333333333333,278.788884480794,15.4444444444444,19.5555555555556,13.7777777777778,9.11111111111111,12.8888888888889,"unburned-after",0,1
"2002","unburned-1700-before","unburned-1700","unburned","1700",1700,"before","unburned",1698.23400878906,NA,0.122196622895244,23.6575945143339,0.200790671253588,60.44,301.010000228882,16.7,21.4,12,10.5,13.1,"unburned-before",0,0
"2003","unburned-1705-after","unburned-1705","unburned","1705",1705,"after","unburned",1298.08093261719,NA,0.2046968654213,-17.2674825961255,0.108771735341575,19.58,180.009999275207,29.2,16.3,14.1,3.3,16,"unburned-after",0,1
"2004","unburned-1705-before","unburned-1705","unburned","1705",1705,"before","unburned",1298.08093261719,NA,0.152249151339081,-2.39412066941389,0.140056023327306,27.5,196.34999871254,23.875,19.625,11.75,4.625,15.875,"unburned-before",0,0
"2005","unburned-1709-after","unburned-1709","unburned","1709",1709,"after","unburned",1475.03723144531,NA,0.121963343371924,39.8395375726405,0.248299921095807,78.3,315.344441731771,22.8888888888889,17.8888888888889,22.7777777777778,11.6666666666667,15,"unburned-after",0,1
"2006","unburned-1709-before","unburned-1709","unburned","1709",1709,"before","unburned",1475.03723144531,NA,0.221013338300886,9.70047485188821,0.251566977157558,79.87,317.490001678467,25,19.8,17.3,10.9,15.7,"unburned-before",0,0
"2007","unburned-1712-after","unburned-1712","unburned","1712",1712,"after","unburned",1613.53430175781,NA,0.28131223206099,60.7779898686762,0.494839929968115,140.85,284.637498855591,12.25,7.75,38.625,16.125,17.75,"unburned-after",0,1
"2008","unburned-1712-before","unburned-1712","unburned","1712",1712,"before","unburned",1613.53430175781,NA,0.298691796027517,47.836380993049,0.484041264448816,124.925,258.087500333786,18,11.625,20.75,17.125,19.5,"unburned-before",0,0
"2009","unburned-1725-after","unburned-1725","unburned","1725",1725,"after","unburned",1240.53771972656,NA,0.216294576827385,-13.1071067295419,0.141396824540657,24.7444444444444,175.000001059638,31.4444444444444,11.4444444444444,20.6666666666667,4.11111111111111,15,"unburned-after",0,1
"2010","unburned-1725-before","unburned-1725","unburned","1725",1725,"before","unburned",1240.53771972656,NA,0.198245292414051,-4.22313407278386,0.175434803056315,32.48,185.140003204346,36.3,13.7,14.8,5.1,14,"unburned-before",0,0
"2011","unburned-1753-after","unburned-1753","unburned","1753",1753,"after","unburned",1838.30578613281,NA,0.0753848335354138,76.4946536595367,0.253806936940084,108.814285714286,428.728572300502,17.8571428571429,15,13.4285714285714,23,17.7142857142857,"unburned-after",0,1
"2012","unburned-1753-before","unburned-1753","unburned","1753",1753,"before","unburned",1838.30578613281,NA,0.0464650684055389,104.733378650758,0.270656734397849,126.44,467.159999847412,17.8,17.4,11.8,23.4,17,"unburned-before",0,0
"2013","unburned-1756-after","unburned-1756","unburned","1756",1756,"after","unburned",1953.06555175781,NA,0.131812798387321,77.8460559887033,0.285733116377699,144.511111111111,505.75555589464,13.1111111111111,30.1111111111111,6.88888888888889,30.8888888888889,12.6666666666667,"unburned-after",0,1
"2014","unburned-1756-before","unburned-1756","unburned","1756",1756,"before","unburned",1953.06555175781,NA,0.234906114582768,14.3153804487537,0.262830391300618,134.74,512.64999961853,12.6,26.4,7.8,29.8,13.7,"unburned-before",0,0
"2015","unburned-176-after","unburned-176","unburned","176",176,"after","unburned",1256.32592773438,NA,0.602090301825146,8.58677694462352,0.639234357613807,147.775,231.1749958992,24.25,4.25,49,11.75,16.25,"unburned-after",0,1
"2016","unburned-176-before","unburned-176","unburned","176",176,"before","unburned",1256.32592773438,NA,0.619474151862875,-3.9239742732868,0.600408147773415,123.57,205.809998512268,34.2,5.9,30,9.5,16.3,"unburned-before",0,0
"2017","unburned-1767-after","unburned-1767","unburned","1767",1767,"after","unburned",1437.79626464844,NA,0.521901839823412,-39.4406011258369,0.347501658044925,78.5875,226.150000095367,23.25,6.875,38.75,12,14.125,"unburned-after",0,1
"2018","unburned-1767-before","unburned-1767","unburned","1767",1767,"before","unburned",1437.79626464844,NA,0.377147957097808,-4.92990765684325,0.356582682233062,85.48,239.71999835968,26.4,11,25.5,16,14.2,"unburned-before",0,0
"2019","unburned-1777-after","unburned-1777","unburned","1777",1777,"after","unburned",1352.87805175781,NA,0.0646768248447873,127.919091113759,0.487200656518529,147.5,302.750002543132,14.3333333333333,5.33333333333333,37.1666666666667,20.6666666666667,20.8333333333333,"unburned-after",0,1
"2020","unburned-1777-before","unburned-1777","unburned","1777",1777,"before","unburned",1352.87805175781,NA,0.549207117846526,-21.4077280252497,0.468098806005837,123.55,263.940002441406,12.3,6.4,46.3,20.7,13.7,"unburned-before",0,0
"2021","unburned-1798-after","unburned-1798","unburned","1798",1798,"after","unburned",1578.33569335938,NA,0.0941939756122559,67.3269488904006,0.309204459172956,96.8222222222222,313.133330874973,16.7777777777778,19.7777777777778,12.3333333333333,15.8888888888889,11.2222222222222,"unburned-after",0,1
"2022","unburned-1798-before","unburned-1798","unburned","1798",1798,"before","unburned",1578.33569335938,NA,0.14327846957305,45.7931314243096,0.288801323448295,90.88,314.679998397827,17.7,21.3,9.1,16.2,10.5,"unburned-before",0,0
"2023","unburned-181-after","unburned-181","unburned","181",181,"after","unburned",1680.81372070312,NA,0.149233492064887,3.71561675889964,0.160522584937621,52.8333333333333,329.133332570394,19.7777777777778,21.7777777777778,15.5555555555556,7.77777777777778,12,"unburned-after",0,1
"2024","unburned-181-before","unburned-181","unburned","181",181,"before","unburned",1680.81372070312,NA,0.0884785323549752,17.2300630159047,0.137481868131913,48.34,351.6100025177,23.1,23.1,13.7,8.1,10.8,"unburned-before",0,0
"2025","unburned-1814-after","unburned-1814","unburned","1814",1814,"after","unburned",1371.91674804688,NA,0.213680492088511,-1.75440985917792,0.20614076873117,47.9666666666667,232.688890033298,17.6666666666667,12,27.6666666666667,9.66666666666667,16.5555555555556,"unburned-after",0,1
"2026","unburned-1814-before","unburned-1814","unburned","1814",1814,"before","unburned",1371.91674804688,NA,0.325395166052929,-25.2416721650696,0.218339129944452,51.48,235.779999732971,19.5,13.7,22.4,9.4,17.3,"unburned-before",0,0
"2027","unburned-1821-after","unburned-1821","unburned","1821",1821,"after","unburned",1365.9619140625,NA,0.0313901308366983,33.5768319230671,0.185861065051275,40.4,217.366665734185,17.5555555555556,22.4444444444444,15.3333333333333,6.88888888888889,17.2222222222222,"unburned-after",0,1
"2028","unburned-1821-before","unburned-1821","unburned","1821",1821,"before","unburned",1365.9619140625,NA,0.244136228564803,-2.90107762016988,0.23128709390451,52.22,225.779999732971,16.9,21.6,18.3,9.4,15.5,"unburned-before",0,0
"2029","unburned-1828-after","unburned-1828","unburned","1828",1828,"after","unburned",1386.5751953125,NA,0.179058989440293,-2.86816401163705,0.164483339732716,32.3666666666667,196.777781380547,24.1111111111111,18.1111111111111,17.8888888888889,4.11111111111111,14.7777777777778,"unburned-after",0,1
"2030","unburned-1828-before","unburned-1828","unburned","1828",1828,"before","unburned",1386.5751953125,NA,0.215721970120823,-8.06148559203956,0.177678149590995,37.65,211.900000572205,24.5,17.2,13,3.5,14,"unburned-before",0,0
"2031","unburned-1831-after","unburned-1831","unburned","1831",1831,"after","unburned",1807.43957519531,NA,0.0645837449028853,68.6386306486843,0.190792499637703,103.7625,543.849995136261,13.5,21.5,11.875,21.875,12,"unburned-after",0,1
"2032","unburned-1831-before","unburned-1831","unburned","1831",1831,"before","unburned",1807.43957519531,NA,0.103987857967032,43.7693676588363,0.186922084364419,98.65,527.760004043579,17.2,22.8,12.7,21,12.4,"unburned-before",0,0
"2033","unburned-1836-after","unburned-1836","unburned","1836",1836,"after","unburned",1399.21044921875,NA,0.309738060561882,42.9881786664657,0.49552384995621,114.657142857143,231.385720116752,14.5714285714286,6,45.7142857142857,12.2857142857143,20.7142857142857,"unburned-after",0,1
"2034","unburned-1836-before","unburned-1836","unburned","1836",1836,"before","unburned",1399.21044921875,NA,0.652315423036613,-48.9800482553818,0.418263488351992,87.53,209.269999504089,26.4,8.8,26.1,13.4,20.4,"unburned-before",0,0
"2035","unburned-1842-after","unburned-1842","unburned","1842",1842,"after","unburned",1979.12939453125,NA,0.0879433285629063,69.1729069689486,0.231966868596636,111.411111111111,480.288895501031,14.3333333333333,25.2222222222222,9,26,14,"unburned-after",0,1
"2036","unburned-1842-before","unburned-1842","unburned","1842",1842,"before","unburned",1979.12939453125,NA,0.150053322379463,30.7282109697778,0.21358861906165,103.3,483.640001296997,16.7,24.5,9.4,24.7,14.4,"unburned-before",0,0
"2037","unburned-1846-after","unburned-1846","unburned","1846",1846,"after","unburned",1620.09204101562,NA,0.0820609118017481,60.5441863528452,0.196470078127983,103.97,529.18999671936,21.8,18.2,9.8,19.8,17.1,"unburned-after",0,1
"2038","unburned-1846-before","unburned-1846","unburned","1846",1846,"before","unburned",1620.09204101562,NA,0.15081791696378,39.0498471490439,0.22940880393066,113.9875,496.875002384186,20,15.125,14.125,23.875,16.25,"unburned-before",0,0
"2039","unburned-1858-after","unburned-1858","unburned","1858",1858,"after","unburned",1429.88696289062,NA,0.36838850294807,32.2830470966184,0.506487947825878,118.4,233.766668107775,29.7777777777778,9.22222222222222,26.1111111111111,8.88888888888889,16.6666666666667,"unburned-after",0,1
"2040","unburned-1858-before","unburned-1858","unburned","1858",1858,"before","unburned",1429.88696289062,NA,0.565518004224546,-42.8494241879458,0.385606916215701,91.84,238.170001983643,21.2,9.7,25.8,10.9,15.5,"unburned-before",0,0
"2041","unburned-1875-after","unburned-1875","unburned","1875",1875,"after","unburned",1397.70825195312,NA,0.466073591992203,20.6938023692509,0.570256255020588,113.27,198.630000114441,15.8,9.5,33.3,9.3,16.5,"unburned-after",0,1
"2042","unburned-1875-before","unburned-1875","unburned","1875",1875,"before","unburned",1397.70825195312,NA,0.407052540377421,-7.46538491900938,0.373737942199973,83.75,224.087496995926,20.125,13,25.625,10.875,17.125,"unburned-before",0,0
"2043","unburned-1880-after","unburned-1880","unburned","1880",1880,"after","unburned",1521.75183105469,NA,0.124633407749477,13.5313217805839,0.175565952145785,46.6428571428571,265.671427590507,18.4285714285714,14.1428571428571,24,7.42857142857143,16,"unburned-after",0,1
"2044","unburned-1880-before","unburned-1880","unburned","1880",1880,"before","unburned",1521.75183105469,NA,0.287209116554646,-15.3969158792135,0.229013115885736,60.59,264.569999694824,20,14.9,20.8,8.8,14,"unburned-before",0,0
"2045","unburned-1881-after","unburned-1881","unburned","1881",1881,"after","unburned",1940.00061035156,NA,0.108848331563072,98.1467460749943,0.319523945288591,148.855555555556,465.866667429606,13.1111111111111,30.2222222222222,5.66666666666667,28.6666666666667,14.5555555555556,"unburned-after",0,1
"2046","unburned-1881-before","unburned-1881","unburned","1881",1881,"before","unburned",1940.00061035156,NA,0.158426450282351,60.3600622605382,0.286835721097297,134.83,470.06000328064,13.3,28.5,6.6,28.4,15.4,"unburned-before",0,0
"2047","unburned-1888-after","unburned-1888","unburned","1888",1888,"after","unburned",1568.62475585938,NA,0.142955866277347,17.1143229169412,0.202168147348119,58.4333333333333,289.033332400852,22.5555555555556,20.3333333333333,10.2222222222222,12.4444444444444,16.6666666666667,"unburned-after",0,1
"2048","unburned-1888-before","unburned-1888","unburned","1888",1888,"before","unburned",1568.62475585938,NA,0.13139317147205,24.4359896919121,0.212854615222162,63.85,299.9700050354,25.2,21.4,11.2,13.9,16.9,"unburned-before",0,0
"2049","unburned-189-after","unburned-189","unburned","189",189,"after","unburned",1880.64099121094,NA,0.0612793860595985,71.1766171665647,0.208406064485539,100.822222222222,483.777775234646,9.88888888888889,22.5555555555556,10.5555555555556,28.7777777777778,12,"unburned-after",0,1
"2050","unburned-189-before","unburned-189","unburned","189",189,"before","unburned",1880.64099121094,NA,0.115933079764925,36.0273237593396,0.191267801721315,91.47,478.229995727539,12.2,23.5,10.4,26.6,11.9,"unburned-before",0,0
"2051","unburned-1891-after","unburned-1891","unburned","1891",1891,"after","unburned",1449.08093261719,NA,0.138898708893322,-5.17598044975047,0.115484037199806,25.5285714285714,221.057143892561,24.5714285714286,16.1428571428571,23.7142857142857,5.71428571428571,19.8571428571429,"unburned-after",0,1
"2052","unburned-1891-before","unburned-1891","unburned","1891",1891,"before","unburned",1449.08093261719,NA,0.153720512884147,-3.35762165181616,0.141558301565549,39.08,276.069997787475,31.7,14.4,16.1,6.3,17.5,"unburned-before",0,0
"2053","unburned-1893-after","unburned-1893","unburned","1893",1893,"after","unburned",1423.67114257812,NA,0.135246933094322,25.403004888984,0.230778876528045,61.3666666666667,265.911107593113,24.3333333333333,18.3333333333333,17,13.5555555555556,17.7777777777778,"unburned-after",0,1
"2054","unburned-1893-before","unburned-1893","unburned","1893",1893,"before","unburned",1423.67114257812,NA,0.000393705442727184,88.5812193049454,0.353447590561592,88.68,250.899998664856,24.8,18.4,16.9,14.3,16.6,"unburned-before",0,0
"2055","unburned-1902-after","unburned-1902","unburned","1902",1902,"after","unburned",1706.06274414062,NA,0.174790637111362,59.9692197939948,0.424246626666914,101.988888888889,240.39999961853,14.5555555555556,21,13.6666666666667,21.8888888888889,14.3333333333333,"unburned-after",0,1
"2056","unburned-1902-before","unburned-1902","unburned","1902",1902,"before","unburned",1706.06274414062,NA,0.138712900663816,72.1779366272445,0.416576836734277,108.21,259.760002136231,13.9,20.1,12.5,26.6,12.8,"unburned-before",0,0
"2057","unburned-1920-after","unburned-1920","unburned","1920",1920,"after","unburned",1305.47766113281,NA,0.0686925546737775,-0.620382991070628,0.0655534941670996,12.9555555555556,197.633333206177,27.6666666666667,16.8888888888889,7,1.66666666666667,8,"unburned-after",0,1
"2058","unburned-1920-before","unburned-1920","unburned","1920",1920,"before","unburned",1305.47766113281,NA,0.0869008819605637,-3.26442595680118,0.0700696059818938,13.59,193.949998855591,26.1,17,5.6,1.4,7.5,"unburned-before",0,0
"2059","unburned-1924-after","unburned-1924","unburned","1924",1924,"after","unburned",1704.36865234375,NA,0.0423072374836075,190.027834359524,0.651110640724118,203.233333333333,312.133331298828,18,18.6666666666667,13.6666666666667,10.3333333333333,11,"unburned-after",0,1
"2060","unburned-1924-before","unburned-1924","unburned","1924",1924,"before","unburned",1704.36865234375,NA,1.0301171640355,-164.901835944179,0.505601695049502,158.955555555556,314.388889736599,19.1111111111111,17.3333333333333,7.33333333333333,11.3333333333333,11.4444444444444,"unburned-before",0,0
"2061","unburned-1929-after","unburned-1929","unburned","1929",1929,"after","unburned",1419.51635742188,NA,0.307097957299359,42.9729102272984,0.488972488691313,115.533333333333,236.277778413561,16.3333333333333,8.77777777777778,33.7777777777778,12.2222222222222,19.8888888888889,"unburned-after",0,1
"2062","unburned-1929-before","unburned-1929","unburned","1929",1929,"before","unburned",1419.51635742188,NA,0.56358298671785,-49.2749746958877,0.358808127069574,86.34,240.630001068115,17.7,13.1,26.5,13.1,18.2,"unburned-before",0,0
"2063","unburned-1931-after","unburned-1931","unburned","1931",1931,"after","unburned",1145.98706054688,NA,0.315417637413909,-28.3081349686042,0.113051472702241,15.8142857142857,139.885711669922,50,5.71428571428571,20,4.57142857142857,16,"unburned-after",0,1
"2064","unburned-1931-before","unburned-1931","unburned","1931",1931,"before","unburned",1145.98706054688,NA,0.294698295038611,-30.6072242960517,0.130751514165514,24.41,186.689998626709,52.3,6.6,12.7,5.8,16.4,"unburned-before",0,0
"2065","unburned-1937-after","unburned-1937","unburned","1937",1937,"after","unburned",1839.70092773438,NA,0.168124659091058,96.4005058904453,0.499227206397528,145.35,291.149997711182,19.6666666666667,13.6666666666667,15.3333333333333,13.6666666666667,20.8333333333333,"unburned-after",0,1
"2066","unburned-1937-before","unburned-1937","unburned","1937",1937,"before","unburned",1839.70092773438,NA,0.195538388850004,87.4107860264701,0.468492378258965,150.03,320.240001678467,19.8,15.8,9.3,17,19.4,"unburned-before",0,0
"2067","unburned-1945-after","unburned-1945","unburned","1945",1945,"after","unburned",1553.50024414062,NA,0.207536217477851,-1.32341745161207,0.201799065908729,46.55,230.675002336502,17,14.75,17.625,6.5,18,"unburned-after",0,1
"2068","unburned-1945-before","unburned-1945","unburned","1945",1945,"before","unburned",1553.50024414062,NA,0.163585814027435,15.2131570739434,0.226372264717035,54.85,242.300001144409,18.6,14.5,17.7,7.6,16.6,"unburned-before",0,0
"2069","unburned-198-after","unburned-198","unburned","198",198,"after","unburned",1431.92663574219,NA,0.0579466654076449,14.1846175404899,0.123491020949278,26.725,216.41249537468,32,19.75,11.875,3.5,19.625,"unburned-after",0,1
"2070","unburned-198-before","unburned-198","unburned","198",198,"before","unburned",1431.92663574219,NA,0.179872193297202,-1.44187885434478,0.173176057719189,37.29,215.329997062683,31,20,11,5.1,17.3,"unburned-before",0,0
"2071","unburned-1986-after","unburned-1986","unburned","1986",1986,"after","unburned",1349.0869140625,NA,0.120491634363241,113.331983108474,0.492612218196601,150.028571428571,304.557146344866,13.8571428571429,6.71428571428571,39.1428571428571,22.7142857142857,19,"unburned-after",0,1
"2072","unburned-1986-before","unburned-1986","unburned","1986",1986,"before","unburned",1349.0869140625,NA,0.601291861678995,-46.3649754395516,0.42562703251069,112.34,263.940002441406,17.4,11,31,20.9,16.4,"unburned-before",0,0
"2073","unburned-1987-after","unburned-1987","unburned","1987",1987,"after","unburned",1761.15173339844,NA,0.0797762946844806,66.4193682481255,0.354754131077072,85.6888888888889,241.544442706638,14.6666666666667,18.5555555555556,8.55555555555556,24.5555555555556,13.7777777777778,"unburned-after",0,1
"2074","unburned-1987-before","unburned-1987","unburned","1987",1987,"before","unburned",1761.15173339844,NA,0.162291584303834,44.4871700347795,0.330733409353573,87.35,264.109997749329,14.4,18.9,7.9,27.1,13.1,"unburned-before",0,0
"2075","unburned-200-after","unburned-200","unburned","200",200,"after","unburned",1472.01696777344,NA,0.156404128983158,16.5549939866811,0.229952459406073,51.76,225.090003967285,20.8,20.3,14.3,9.4,13.6,"unburned-after",0,1
"2076","unburned-200-before","unburned-200","unburned","200",200,"before","unburned",1472.01696777344,NA,0.206483898426584,10.6279075486757,0.257168405365127,53.925,209.6875,18.75,22.125,11.125,8.125,14.75,"unburned-before",0,0
"2077","unburned-2001-after","unburned-2001","unburned","2001",2001,"after","unburned",1412.33117675781,NA,0.167996869909051,-5.23073936037687,0.144601488060407,32.33,223.579995155334,29.4,17.3,20.3,8.2,16,"unburned-after",0,1
